ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Field	Plane	Timepoint	Object Number	X	Y	Bounding Box	Podocytes - Podocytes Selected	Podocytes - Intensity Cell HCScellmaskOrange Median	Podocytes - Intensity Cell HCScellmaskOrange Mean	Podocytes - Intensity CellPeriph Phalloidin647 Median	Podocytes - Intensity CellPeriph Phalloidin647 Mean	Podocytes - Intensity CellCenter Phalloidin647 Median	Podocytes - Intensity CellCenter Phalloidin647 Mean	Podocytes - Cell Roundness	Podocytes - Cell Area [µm²]	Podocytes - CellMorph Radial Relative Deviation	Podocytes - CellMorph Radial Mean	Podocytes - CellMorph Axial Length Ratio	Podocytes - CellMorph Axial Small Length	Podocytes - CellMorph Threshold Compactness 60%	Podocytes - CellMorph Threshold Compactness 50%	Podocytes - CellMorph Threshold Compactness 40%	Podocytes - CellMorph Threshold Compactness 30%	Podocytes - CellMorph Symmetry 15	Podocytes - CellMorph Symmetry 14	Podocytes - CellMorph Symmetry 13	Podocytes - CellMorph Symmetry 12	Podocytes - CellMorph Symmetry 05	Podocytes - CellMorph Symmetry 04	Podocytes - CellMorph Symmetry 03	Podocytes - CellMorph Symmetry 02	Podocytes - CellPeriphPhalloidin SER Bright 1 px	Podocytes - CellPeriphPhalloidin SER Ridge 1 px	Podocytes - CellPeriphPhalloidin SER Edge 1 px	Podocytes - CellCenterPhalloidin SER Bright 1 px	Podocytes - CellCenterPhalloidin SER Ridge 1 px	Podocytes - CellCenterPhalloidin SER Edge 1 px	Podocytes - Number of Spots per Area of CellPeriph	Podocytes - Number of Spots (2)	Podocytes - Relative Spot Intensity (2)	Podocytes - Total Spot Area (2)	Podocytes - Number of Spots per Area of CellCenter	Podocytes - Number of Spots	Podocytes - Relative Spot Intensity	Podocytes - Total Spot Area	ay	ax
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	49	257	806	[93,741,456,871]	1	1270	2064.3	666	845.845	1162	1365.94	0.513614	9151.56	0.495313	80.4863	0.247703	30.5408	0.523307	0.795969	0.764705	0.734412	0.118991	0.646491	0.0783043	0.823023	0.213053	0.550669	0.212739	0.703524	0.0219464	0.0172282	0.0702263	0.0234135	0.0184094	0.0915316	0.0143967	328	0.750424	3454	0.0210095	82	0.572327	1570	166.49	-472.62
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	50	1015	866	[924,810,1078,939]	0	449	604.126	538	588.935	407	448.042	0.700164	4685.87	0.442745	42.232	0.601846	33.6813	1.02968	1.0375	0.809786	0.682218	0.093662	0.159571	0.128283	0.398098	0.0566797	0.112681	0.136131	0.321301	0.0207207	0.0160983	0.0638319	0.0181298	0.0136049	0.0604642	0.00176425	16	0.524103	225	0.000212585	1	0.486981	2	130.21	-51.78
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	51	763	844	[707,751,881,981]	1	574	819.808	614	783.65	841	888.705	0.39574	6591.91	0.606382	43.185	0.616345	37.4754	0.798324	0.899443	0.859126	0.780394	0.076222	0.158326	0.143416	0.326645	0.0392938	0.0767632	0.0826407	0.202286	0.0304424	0.0252256	0.0928678	0.0343431	0.0285808	0.10072	0.00444751	58	0.531484	1527	0.00712025	45	0.472889	944	140.7	-178.7
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	52	886	861	[808,796,954,962]	0	477	704.395	590	751.631	714	804.95	0.621339	4251.06	0.613779	35.6636	0.509046	26.8463	1.00089	1.03621	0.896963	0.933334	0.0762444	0.221278	0.115325	0.427813	0.0374446	0.112215	0.0745347	0.241299	0.0258803	0.0207134	0.0793235	0.0303184	0.0245707	0.0934363	0.00278587	22	0.53289	1263	0.00502293	23	0.470092	258	124.56	-120.63
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	53	633	858	[552,790,738,924]	0	915	1232.46	955	1030.83	1107	1215.86	0.535832	3868.25	0.592648	36.3909	0.614851	31.3337	0.85814	1.04122	1.03582	0.696722	0.212382	0.256513	0.153639	0.326794	0.0975101	0.155026	0.061332	0.189305	0.0247777	0.0195201	0.0742764	0.0323671	0.0259647	0.0944873	0.00596705	46	0.581059	731	0.00880572	32	0.483793	419	134.53	-261.82
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	54	496	896	[334,829,578,968]	1	1208	1841.54	1058	1304.45	1059	1202.53	0.55029	7516.33	0.600705	47.397	0.536648	36.9747	1.06598	0.998457	0.897598	0.834565	0.12092	0.104387	0.179855	0.449023	0.0570218	0.0547922	0.114607	0.329518	0.0246701	0.0193164	0.0878089	0.0367656	0.0316225	0.109091	0.0135207	204	0.702566	2541	0.0182544	128	0.614782	1974	111.23	-367.66
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	55	58	903	[30,848,83,996]	0	2859	4234.69	1205	1457.34	1283	1759.6	0.562193	1703.2	0.688626	22.932	0.344866	12.8376	0.918711	1.01475	0.916145	0.801375	0.0441196	0.391124	0.0131456	0.635405	0.0291173	0.201621	0.0303124	0.42301	0.0428719	0.0354401	0.150311	0.0373181	0.0261068	0.128843	0.0167407	49	0.725558	1066	0.0106744	22	0.485508	851	102.71	-605.65
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	56	727	939	[681,862,773,999]	0	753	1168.7	863	1020.87	794	857.897	0.732396	2611.66	0.560667	25.6157	0.62994	22.1363	0.834385	0.889071	0.932287	0.993652	0.0467898	0.0856004	0.0711088	0.316021	0.0283762	0.0431705	0.058779	0.194442	0.0375882	0.0323466	0.114346	0.0349898	0.0309706	0.100414	0.00711111	32	0.547188	891	0.000629327	2	0.44411	24	91.48	-215.35
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	57	622	951	[541,893,710,1078]	1	1152	1495.84	1262	1357.26	1403	1530.15	0.485319	5949.4	0.558486	43.6411	0.753047	42.5245	0.971765	1.01601	0.911693	0.662997	0.146667	0.063194	0.159653	0.248044	0.0800537	0.0302613	0.0896673	0.21742	0.033961	0.0274779	0.107462	0.0345076	0.0285778	0.0978907	0.00808906	101	0.598739	2637	0.0102719	51	0.545018	1293	67.12	-278.33
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	58	150	1001	[25,814,265,1078]	1	2039	3050.98	1604	2072.07	2210	2531.73	0.582685	14016	0.602897	64.9066	0.739025	63.7031	0.640543	0.722661	0.48239	0.424153	0.0183413	0.041504	0.328893	0.226746	0.0212635	0.0379983	0.199385	0.144149	0.0376004	0.0320238	0.124808	0.0475448	0.0421974	0.125931	0.0163183	470	0.779984	9465	0.0148857	185	0.654829	5578	70.01	-552.49
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	59	309	967	[200,823,417,1078]	1	1342	2205	888	1101.43	1199	1330.62	0.482829	10901.9	0.582157	56.6775	0.605564	48.0422	0.950719	1.0179	0.946854	0.86895	0.100569	0.0932944	0.055028	0.406489	0.0552953	0.0641995	0.120792	0.354602	0.029321	0.0249244	0.0897056	0.0384691	0.0327107	0.116966	0.0132698	312	0.792692	3389	0.0186737	156	0.71332	2684	73.47	-460.8
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	60	683	1037	[622,968,872,1075]	0	586	901.046	559	660.002	649	704.007	0.477048	4131.08	0.687836	42.2931	0.313126	21.6926	0.91909	0.842759	0.690472	0.755651	0.119457	0.400728	0.0307018	0.700685	0.0593909	0.21539	0.0405335	0.486375	0.0311348	0.0262804	0.0891465	0.0325765	0.0265713	0.0866927	0.00251476	23	0.487396	279	0.004811	14	0.429443	89	40.13	-209.87
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	61	459	1008	[374,934,611,1078]	1	1329	2256.13	908	1128.06	1338	1467.25	0.602207	7952.87	0.638441	41.3297	0.731658	40.9474	0.933529	0.832607	0.752528	0.699788	0.11241	0.106663	0.0602619	0.178254	0.0493195	0.0557354	0.0320568	0.0812121	0.0369103	0.0303112	0.120425	0.0417412	0.0368097	0.11865	0.0125545	187	0.752003	2901	0.0157025	133	0.57969	3318	41.28	-361.75
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	1	1	1	62	977	983	[823,907,1078,1078]	1	450	628.209	693	794.602	553	746.79	0.413183	9264.94	0.410589	67.438	0.592452	52.5503	0.543979	0.45199	0.467001	0.412481	0.200851	0.208981	0.26669	0.443828	0.126351	0.167217	0.186476	0.392449	0.0250278	0.0208878	0.0774946	0.0307028	0.0258721	0.0927782	0.00232793	53	0.504049	664	0.00136116	6	0.493864	139	43.81	-79.82
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	1	30	122	[1,1,60,197]	0	2225	5394.9	515	558.62	553	558.322	0.557461	2461.87	0.762143	25.987	0.398309	17.0986	0.960848	0.946214	0.96497	0.951389	0.202894	0.344893	0.173752	0.536367	0.0951508	0.166921	0.123119	0.333933	0.0143138	0.0113707	0.0521467	0.0117059	0.0086803	0.0404694	0.0107464	55	0.520945	1330	0.00383325	8	0.434431	788	576.82	18.38
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	2	61	642	[1,538,160,863]	1	1165	1658.01	1266	1491.9	1571	1683.89	0.347142	8196.63	0.601008	63.8931	0.500808	47.2071	0.606734	0.690261	0.57285	0.599473	0.0387396	0.243529	0.135469	0.445055	0.0358328	0.126054	0.172631	0.296986	0.0295874	0.024264	0.091891	0.0315782	0.0257011	0.0923073	0.0121067	232	0.652749	4101	0.0152592	73	0.573512	2109	237.67	39.94
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	3	998	732	[884,692,1078,813]	0	1717	2867.19	1354	1565.96	2012	2116.52	0.431905	3289.89	0.708905	35.8114	0.411758	23.6365	0.726416	0.860175	0.663484	0.692307	0.319648	0.280938	0.278086	0.606732	0.16179	0.197738	0.167263	0.435093	0.0308371	0.0259799	0.0974134	0.0241644	0.0199127	0.0747377	0.0164303	117	0.790121	1594	0.0204984	51	0.580924	857	200	588.95
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	4	757	839	[635,649,838,937]	1	1802	2157.13	1546	1709.3	1813	1984.46	0.522379	11040.3	0.518786	62.6774	0.551484	48.2228	0.756671	0.625407	0.581153	0.402486	0.139261	0.142237	0.26323	0.451041	0.0858067	0.0768224	0.207424	0.361102	0.0306666	0.0244471	0.0918541	0.0256049	0.0190864	0.0790738	0.0152861	377	0.585691	8538	0.0134529	105	0.43432	3151	160.6	435.09
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	5	504	1055	[435,1028,557,1078]	0	1025	1374.92	630	656.156	564	578.158	0.593844	1001.04	0.609772	21.4897	0.42634	13.96	0.908594	0.850025	0.811447	0.724053	0.303368	0.432305	0.298984	0.578433	0.176761	0.26483	0.220276	0.429889	0.0320349	0.0265957	0.092671	0.0205721	0.0167957	0.0602553	0.00455927	9	0.500871	170	0.00209424	2	0.46897	22	14.94	298.23
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	6	641	90	[512,1,865,233]	1	891	1714.46	485	567.738	661	667.876	0.409604	14234.1	0.681281	55.0614	0.907855	63.3336	0.969855	1.00787	0.736843	0.837919	0.0808436	0.162255	0.249307	0.0610321	0.032074	0.0549446	0.138522	0.0290816	0.0227989	0.0182707	0.0823595	0.0156515	0.0125094	0.0558919	0.00640345	181	0.624169	6324	0.00606958	82	0.365648	1570	591.62	393.03
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	7	103	66	[1,1,227,259]	1	1924	2931.31	823	959.725	1257	1341.05	0.494752	10620	0.589847	62.6961	0.645217	55.8104	1.06261	1.10707	1.11045	0.893961	0.201243	0.156932	0.377509	0.304951	0.108938	0.132819	0.30662	0.223777	0.0197668	0.0163728	0.0730034	0.0158225	0.0133768	0.0704122	0.00933229	226	0.654336	6986	0.00423791	29	0.657928	2961	582.6	66.06
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	8	367	84	[154,1,486,187]	1	1579	2584.76	789	893.026	715	809.095	0.596756	13629.7	0.693569	56.1094	0.629815	51.4636	0.863505	0.972284	1.02022	0.94811	0.079509	0.138055	0.112091	0.257082	0.0435112	0.0720703	0.0481509	0.0555035	0.0216219	0.0175692	0.0839638	0.0244074	0.0201255	0.078646	0.00853571	226	0.537149	7547	0.0047654	65	0.651378	3621	589.84	188.51
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	9	476	144	[389,82,561,210]	0	930	2146.83	440	464.729	403	414.265	0.6173	4439.68	0.714401	26.6193	0.721484	27.0696	1.10254	1.12431	1.11926	1.11707	0.0644809	0.0234279	0.105208	0.195591	0.0269725	0.0104731	0.0339315	0.0933057	0.0184746	0.0151746	0.0537726	0.0131908	0.0102409	0.036014	0.00877514	72	0.60083	2036	0.00557621	27	0.547716	1335	552.6	286.44
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	10	259	213	[212,156,372,261]	0	2352	4493.2	667	702.351	772	824.238	0.582253	2895.64	0.696867	25.3703	0.483677	19.0415	1.08001	1.09155	1.04609	1.03476	0.200525	0.184629	0.201809	0.479229	0.0806662	0.0896848	0.0919592	0.296845	0.0160136	0.013266	0.056261	0.0191225	0.0157074	0.0639696	0.00854701	48	0.570081	1357	0.00944717	27	0.547832	1281	523.39	169.96
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	11	360	210	[277,179,446,267]	0	2235	4271.67	837	898.043	876	903.833	0.569392	2594.32	0.71688	25.7873	0.374874	15.7508	0.883646	1.03759	0.965968	0.904554	0.115394	0.294925	0.103985	0.616714	0.0470389	0.152131	0.0587888	0.409516	0.0223732	0.0174164	0.0858338	0.0137226	0.010763	0.0477742	0.0121104	61	0.651623	1896	0.00738438	19	0.474297	1237	510.62	215.44
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	12	815	252	[707,98,1007,346]	1	815	1545.84	448	476.795	559	577.52	0.453026	15143.3	0.699549	54.6606	0.702532	54.2309	0.840472	0.945565	0.792176	0.853127	0.140335	0.088387	0.227369	0.297571	0.0776224	0.0559672	0.122071	0.221612	0.0213971	0.0176189	0.0663683	0.0216205	0.0181923	0.0642344	0.00757847	233	0.72501	7065	0.00733266	101	0.549626	4994	499.52	500.86
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	13	97	294	[1,154,231,440]	1	2796	4094.1	1087	1677.08	1383	1516.07	0.589596	14490	0.561105	62.4522	0.762988	61.4318	0.792754	0.885016	0.372207	0.474206	0.0178866	0.275435	0.168341	0.211122	0.00855584	0.176047	0.124409	0.170661	0.0350147	0.0262425	0.128702	0.0256806	0.0209555	0.0907216	0.0159135	462	0.690003	9386	0.0118317	160	0.524462	6246	462.7	70.02
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	14	426	269	[342,224,501,326]	0	1744	3823.77	635	719.841	687	695.772	0.606337	2779.83	0.721984	23.3269	0.534977	19.1935	0.883482	1.04968	1.07545	1.07029	0.0350431	0.257481	0.0808582	0.371828	0.00368597	0.1108	0.0429438	0.198721	0.0206023	0.0162894	0.08147	0.012373	0.00914566	0.0427712	0.0133566	69	0.766794	1106	0.0126582	38	0.605519	688	479.66	255
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	15	404	357	[252,252,485,425]	1	2972	3730.09	1598	1790.88	2663	2853.43	0.484984	7070.76	0.557483	50.6746	0.489775	36.0893	0.911633	0.897569	0.875662	0.353968	0.0436586	0.147932	0.153014	0.531766	0.027083	0.0849403	0.148475	0.399252	0.0241239	0.0195526	0.0924782	0.018509	0.0149499	0.0798871	0.0208879	311	0.791493	5837	0.0235553	139	0.619709	2622	441.02	222.14
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	16	589	305	[464,139,679,443]	1	1802	2771.59	842	1106.67	1677	1697.89	0.50096	12836.4	0.528531	60.2688	0.599323	49.559	0.541172	0.755572	0.746019	0.639165	0.049797	0.126846	0.0678013	0.399248	0.0247066	0.113482	0.0926773	0.345196	0.0221991	0.0185643	0.0754373	0.0200118	0.0162454	0.067622	0.0148096	401	0.718067	8515	0.0184888	196	0.51999	5292	466.93	347
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	17	943	387	[870,312,1022,460]	0	1055	2067.8	509	558.829	718	797.632	0.553983	4455.63	0.660241	28.4816	0.914285	32.5686	1.03835	1.06409	1.07183	0.940907	0.0957772	0.0884959	0.151356	0.0508384	0.0330437	0.0412067	0.0712655	0.0275853	0.0246847	0.0196529	0.0792267	0.0257396	0.0215713	0.0912508	0.00964785	80	0.695537	2068	0.00963351	46	0.548418	2066	414.17	564.51
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	18	296	378	[187,235,348,445]	0	2702	4309.73	1361	1651.97	1337	1508.67	0.461402	4262.15	0.545529	48.2327	0.319541	23.6505	0.833606	0.920624	0.821803	0.856768	0.128083	0.424619	0.111221	0.739562	0.0417087	0.31038	0.063403	0.633146	0.025072	0.0198505	0.100573	0.0366652	0.0316665	0.11451	0.0194053	186	0.710826	3048	0.020531	58	0.612768	1203	434.8	160.82
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	19	240	440	[172,371,300,536]	0	2009	3610.33	1023	1243.74	1289	1415.51	0.554421	4288.85	0.591254	31.4604	0.699497	29.6261	0.834934	0.734185	0.737503	0.58056	0.0592037	0.126512	0.0937026	0.255077	0.0345811	0.0810865	0.060919	0.173423	0.0342411	0.0275747	0.102532	0.0353397	0.0289516	0.104914	0.016083	124	0.732567	1344	0.0225179	110	0.644234	1270	373.34	142.48
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	20	102	466	[1,377,188,544]	1	1911	3397.16	1052	1224.14	1177	1320.67	0.68536	8202.87	0.606575	46.3271	0.645933	41.5767	0.91147	0.735633	0.686366	0.613645	0.0788448	0.172866	0.160339	0.310638	0.0305723	0.0709854	0.0932472	0.203543	0.026265	0.0212109	0.096703	0.0287614	0.0241669	0.100843	0.0193623	286	0.689207	3280	0.0227661	213	0.677744	2619	365.82	61.75
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	21	786	440	[597,221,993,547]	1	2031	2826.93	1073	1415.76	1576	1859.24	0.404429	17854.8	0.529993	74.9793	0.822673	76.2431	0.601078	0.441085	0.420888	0.385026	0.0919961	0.119313	0.129183	0.120161	0.0782895	0.0973473	0.101258	0.015543	0.0238268	0.0184802	0.091764	0.0231407	0.017904	0.088265	0.0165578	631	0.710711	12282	0.0275461	393	0.606329	6113	398.86	461.67
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	22	318	498	[241,409,390,589]	0	1334	2349.02	916	1023.96	839	943.215	0.655108	4649.46	0.625352	31.6528	0.615753	27.6823	0.819999	0.911948	0.785036	0.842274	0.0326166	0.0835495	0.0265923	0.312741	0.0146112	0.0278399	0.0077839	0.175717	0.031708	0.026714	0.087436	0.0445906	0.0384475	0.114504	0.0152773	127	0.779614	1297	0.0220437	118	0.623292	1642	348.02	195.12
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	23	472	472	[374,347,590,678]	1	1655	2064.16	1283	1539.3	1753	1953.27	0.406714	12167.5	0.576144	60.9872	0.717812	58.0449	1.01909	0.695625	0.512862	0.351418	0.178281	0.0989955	0.156374	0.185326	0.102855	0.046865	0.0521294	0.0749426	0.0316169	0.0266973	0.103806	0.0374978	0.0313798	0.124391	0.0153788	406	0.770905	5859	0.0156926	145	0.62072	3424	345.24	291.43
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	24	1019	525	[946,351,1078,593]	1	909	1476.46	664	774.413	687	747.676	0.579511	6695.93	0.637791	44.1991	0.545391	35.498	1.02192	1.01435	1.03712	0.986882	0.0537043	0.0767038	0.189922	0.42634	0.00640896	0.0446719	0.0579903	0.315159	0.0263622	0.0224937	0.087754	0.0355306	0.0309689	0.106444	0.010403	143	0.676381	3997	0.0110169	65	0.632324	2018	350.24	609.57
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	25	615	548	[538,430,698,667]	1	1641	2402.95	1279	1565.43	1097	1207.54	0.551523	7563.14	0.599376	43.4257	0.707406	41.3498	1.02568	0.883865	0.650902	0.625865	0.0890802	0.0877779	0.18196	0.240048	0.0338151	0.0334549	0.108366	0.151637	0.0378429	0.0326013	0.118378	0.0350255	0.0309754	0.0997569	0.012112	176	0.753401	3072	0.0238312	183	0.553271	2848	316.68	375.45
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	26	742	580	[685,506,818,656]	0	2543	3502.24	1405	1601.86	2004	2074.07	0.615469	4091.9	0.532728	34.478	0.60236	28.5063	0.810996	0.738858	0.453909	0.381207	0.0203741	0.194086	0.0757812	0.372906	0.0141029	0.112115	0.0683955	0.265619	0.0277332	0.0226226	0.0854076	0.0247288	0.0205148	0.0799634	0.018315	130	0.663478	1512	0.0225564	111	0.590245	1582	298.77	444.91
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	27	377	556	[134,499,431,678]	0	1377	1806.55	827	963.614	935	1036.1	0.387612	4577.69	0.690032	64.1982	0.161239	17.559	0.786587	0.941126	0.722003	0.523447	0.203057	0.742993	0.0844532	0.913469	0.0428418	0.579324	0.113871	0.806034	0.0371751	0.0321355	0.106177	0.0345463	0.0299579	0.104844	0.0119992	127	0.689752	2201	0.0138132	38	0.560833	904	291.31	179.84
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	28	150	584	[18,504,283,637]	1	1391	2109.74	1059	1327.48	1298	1447.39	0.424977	5475.4	0.695522	40.9467	0.452494	29.0789	0.77665	0.714137	0.545634	0.46257	0.105416	0.264224	0.176833	0.507241	0.0480301	0.121172	0.101122	0.3143	0.0375657	0.0301914	0.124725	0.0406718	0.0340742	0.123831	0.0146684	167	0.725686	2095	0.0187986	87	0.618234	1699	304.22	94.4
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	29	848	570	[777,472,958,665]	1	3140	3949.6	1720	2029.16	2238	2453.97	0.507046	5383.86	0.513589	43.7812	0.652054	38.0178	0.835926	0.989371	0.772862	0.372988	0.105908	0.16884	0.22002	0.305986	0.0452517	0.110082	0.0936126	0.2212	0.0287197	0.0221429	0.0968148	0.0256304	0.020364	0.0869456	0.024034	283	0.69232	4063	0.0251682	101	0.592719	1370	311.35	511.21
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	30	899	651	[835,584,955,694]	0	2571	3558.55	989	1048.69	1019	1038.22	0.611586	2514.92	0.561346	24.3672	0.988883	27.7872	0.863167	0.916305	0.983574	0.701731	0.124124	0.104746	0.148403	0.0324826	0.0698843	0.0597768	0.0943401	0.0526558	0.0299531	0.02419	0.0792301	0.0183262	0.0138448	0.0605633	0.0231864	101	0.643551	895	0.0251906	76	0.493595	706	260.55	535.56
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	31	148	714	[55,585,417,765]	1	973	1499.19	701	909.326	747	896.577	0.403652	6060.7	0.778991	59.8088	0.180037	18.9976	0.699723	0.71354	0.601249	0.686989	0.115473	0.66873	0.0537991	0.864519	0.0401552	0.412892	0.0245342	0.653118	0.0351381	0.0293863	0.1038	0.0364731	0.0320427	0.112498	0.00859464	128	0.614897	2576	0.0179356	49	0.436668	543	245.59	141.53
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	32	597	679	[506,614,668,801]	1	926	1384.07	797	935.323	766	902.098	0.632608	6160.91	0.5531	40.1015	0.718267	37.808	0.979629	0.909723	0.679052	0.720302	0.0278069	0.0671885	0.061821	0.252585	0.0160949	0.0340816	0.0182884	0.164567	0.0382586	0.0304127	0.11257	0.0456813	0.0390736	0.127437	0.00818878	93	0.668643	1918	0.0108309	73	0.565541	2058	226.5	348.7
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	33	215	726	[139,655,399,781]	0	1024	1365.75	677	825.916	805	855.622	0.452434	3728.17	0.733131	49.8805	0.210347	18.0047	0.919681	0.880739	0.679139	0.670247	0.221955	0.645838	0.110429	0.836923	0.0714184	0.426047	0.0248343	0.618409	0.0395509	0.0338199	0.116383	0.0248413	0.0208184	0.0819766	0.00866097	76	0.60028	1793	0.0135593	28	0.463462	346	222.81	160.19
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	34	1032	640	[930,555,1078,778]	0	1286	2082	809	1004.22	919	1052.27	0.472335	4879.01	0.543765	52.0729	0.368618	28.9925	0.791335	0.839511	0.728194	0.679373	0.307522	0.408991	0.211716	0.719059	0.224999	0.327609	0.227745	0.627753	0.0297262	0.0235868	0.104128	0.0241195	0.01934	0.0809082	0.019654	234	0.580832	3599	0.0157046	37	0.466905	979	259.03	611.96
Screen_Run12	4406	MKP_170707_Run12_P1	12643	2017-07-12T00:03:54Z	12844	A1	1	1	2	1	1	35	835	734	[737,643,909,820]	0	1800	2283.92	1324	1788.1	1539	1619.81	0.432967	4529.14	0.587506	39.4495	0.797329	40.3391	0.747713	0.626265	0.59045	0.435089	0.127313	0.135721	0.319932	0.13382	0.0499864	0.0809128	0.191926	0.0860756	0.0522239	0.0421908	0.163057	0.0312921	0.0268943	0.0933617	0.0171386	161	0.772111	2068	0.0197557	76	0.725078	835	211.19	490.32
